,Time
2141,42.83
2142,42.85
2143,42.87
2144,42.89
2145,42.91
2146,42.93
2147,42.95
2148,42.97
2149,42.99
2150,43.01
2151,43.03
2152,43.05
2153,43.07
2154,43.09
2155,43.11
2156,43.13
2157,43.15
2158,43.17
2159,43.19
2160,43.21
2161,43.23
2162,43.25
2163,43.27
2164,43.29
2165,43.31
2166,43.33
2167,43.35
2168,43.37
2169,43.39
2170,43.41
2171,43.43
2172,43.45
2173,43.47
2174,43.49
2175,43.51
2176,43.53
2177,43.55
2178,43.57
2179,43.59
2180,43.61
2181,43.63
2182,43.65
2183,43.67
2184,43.69
2185,43.71
2186,43.73
2187,43.75
2188,43.77
2189,43.79
2190,43.81
2191,43.83
2192,43.85
2193,43.87
2194,43.89
2195,43.91
2196,43.93
2197,43.95
2198,43.97
2199,43.99
2200,44.01
2201,44.03
2202,44.05
2203,44.07
2204,44.09
2205,44.11
2206,44.13
2207,44.15
2208,44.17
2209,44.19
2210,44.21
2211,44.23
2212,44.25
2213,44.27
2214,44.29
2215,44.31
2216,44.33
2217,44.35
2218,44.37
2219,44.39
2220,44.41
2221,44.43
2222,44.45
2223,44.47
2224,44.49
2225,44.51
2226,44.53
2227,44.55
2228,44.57
2229,44.59
2230,44.61
2231,44.63
2232,44.65
2233,44.67
2234,44.69
2235,44.71
2236,44.73
2237,44.75
2238,44.77
2239,44.79
2240,44.81
2241,44.83
2242,44.85
2243,44.87
2244,44.89
2245,44.91
2246,44.93
2247,44.95
2248,44.97
2249,44.99
2250,45.01
2251,45.03
2252,45.05
2253,45.07
2254,45.09
2255,45.11
2256,45.13
2257,45.15
2258,45.17
2259,45.19
2260,45.21
2261,45.23
2262,45.25
2263,45.27
2264,45.29
2265,45.31
2266,45.33
2267,45.35
2268,45.37
2269,45.39
2270,45.41
2271,45.43
2272,45.45
2273,45.47
2274,45.49
2275,45.51
2276,45.53
2277,45.55
2278,45.57
2279,45.59
2280,45.61
2281,45.63
2282,45.65
2283,45.67
2284,45.69
2285,45.71
2286,45.73
2287,45.75
2288,45.77
2289,45.79
2290,45.81
2291,45.83
2292,45.85
2293,45.87
2294,45.89
2295,45.91
2296,45.93
2297,45.95
2298,45.97
2299,45.99
2300,46.01
2301,46.03
2302,46.05
2303,46.07
2304,46.09
2305,46.11
2306,46.13
2307,46.15
2308,46.17
2309,46.19
2310,46.21
2311,46.23
2312,46.25
2313,46.27
2314,46.29
2315,46.31
2316,46.33
2317,46.35
2318,46.37
2319,46.39
2320,46.41
2321,46.43
2322,46.45
2323,46.47
2324,46.49
2325,46.51
2326,46.53
2327,46.55
2328,46.57
2329,46.59
2330,46.61
2331,46.63
2332,46.65
2333,46.67
2334,46.69
2335,46.71
2336,46.73
2337,46.75
2338,46.77
2339,46.79
2340,46.81
2341,46.83
2342,46.85
2343,46.87
2344,46.89
2345,46.91
2346,46.93
2347,46.95
2348,46.97
2349,46.99
2350,47.01
2351,47.03
2352,47.05
2353,47.07
2354,47.09
2355,47.11
2356,47.13
2357,47.15
2358,47.17
2359,47.19
2360,47.21
2361,47.23
2362,47.25
2363,47.27
2364,47.29
2365,47.31
2366,47.33
2367,47.35
2368,47.37
2369,47.39
2370,47.41
2371,47.43
2372,47.45
2373,47.47
2374,47.49
2375,47.51
2376,47.53
2377,47.55
2378,47.57
2379,47.59
2380,47.61
2381,47.63
2382,47.65
2383,47.67
2384,47.69
2385,47.71
2386,47.73
2387,47.75
2388,47.77
2389,47.79
2390,47.81
2391,47.83
2392,47.85
2393,47.87
2394,47.89
2395,47.91
2396,47.93
2397,47.95
2398,47.97
2399,47.99
2400,48.01
2401,48.03
2402,48.05
2403,48.07
2404,48.09
2405,48.11
2406,48.13
2407,48.15
2408,48.17
2409,48.19
2410,48.21
2411,48.23
2412,48.25
2413,48.27
2414,48.29
2415,48.31
2416,48.33
2417,48.35
2418,48.37
2419,48.39
2420,48.41
2421,48.43
2422,48.45
2423,48.47
2424,48.49
2425,48.51
2426,48.53
2427,48.55
2428,48.57
2429,48.59
2430,48.61
2431,48.63
2432,48.65
2433,48.67
2434,48.69
2435,48.71
2436,48.73
2437,48.75
2438,48.77
2439,48.79
2440,48.81
2441,48.83
2442,48.85
2443,48.87
2444,48.89
2445,48.91
2446,48.93
2447,48.95
2448,48.97
2449,48.99
2450,49.01
2451,49.03
2452,49.05
2453,49.07
2454,49.09
2455,49.11
2456,49.13
2457,49.15
2458,49.17
2459,49.19
2460,49.21
2461,49.23
2462,49.25
2463,49.27
2464,49.29
2465,49.31
2466,49.33
2467,49.35
2468,49.37
2469,49.39
2470,49.41
2471,49.43
2472,49.45
2473,49.47
2474,49.49
2475,49.51
2476,49.53
2477,49.55
2478,49.57
2479,49.59
2480,49.61
2481,49.63
2482,49.65
2483,49.67
2484,49.69
2485,49.71
2486,49.73
2487,49.75
2488,49.77
2489,49.79
2490,49.81
2491,49.83
2492,49.85
2493,49.87
2494,49.89
2495,49.91
2496,49.93
2497,49.95
2498,49.97
2499,49.99
2500,50.01
2501,50.03
2502,50.05
2503,50.07
2504,50.09
2505,50.11
2506,50.13
2507,50.15
2508,50.17
2509,50.19
2510,50.21
2511,50.23
2512,50.25
2513,50.27
2514,50.29
2515,50.31
2516,50.33
2517,50.35
2518,50.37
2519,50.39
2520,50.41
2521,50.43
2522,50.45
2523,50.47
2524,50.49
2525,50.51
2526,50.53
2527,50.55
2528,50.57
2529,50.59
2530,50.61
2531,50.63
2532,50.65
2533,50.67
2534,50.69
2535,50.71
2536,50.73
2537,50.75
2538,50.77
2539,50.79
2540,50.81
2541,50.83
2542,50.85
2543,50.87
2544,50.89
2545,50.91
2546,50.93
2547,50.95
2548,50.97
2549,50.99
2550,51.01
2551,51.03
2552,51.05
2553,51.07
2554,51.09
2555,51.11
2556,51.13
2557,51.15
2558,51.17
2559,51.19
2560,51.21
2561,51.23
2562,51.25
2563,51.27
2564,51.29
2565,51.31
2566,51.33
2567,51.35
2568,51.37
2569,51.39
2570,51.41
2571,51.43
2572,51.45
2573,51.47
2574,51.49
2575,51.51
2576,51.53
2577,51.55
2578,51.57
2579,51.59
2580,51.61
2581,51.63
2582,51.65
2583,51.67
2584,51.69
2585,51.71
2586,51.73
2587,51.75
2588,51.77
2589,51.79
2590,51.81
2591,51.83
2592,51.85
2593,51.87
2594,51.89
2595,51.91
2596,51.93
2597,51.95
2598,51.97
2599,51.99
2600,52.01
2601,52.03
2602,52.05
2603,52.07
2604,52.09
2605,52.11
2606,52.13
2607,52.15
2608,52.17
2609,52.19
2610,52.21
2611,52.23
2612,52.25
2613,52.27
2614,52.29
2615,52.31
2616,52.33
2617,52.35
2618,52.37
2619,52.39
2620,52.41
2621,52.43
2622,52.45
2623,52.47
2624,52.49
2625,52.51
2626,52.53
2627,52.55
2628,52.57
2629,52.59
2630,52.61
2631,52.63
2632,52.65
2633,52.67
2634,52.69
2635,52.71
2636,52.73
2637,52.75
2638,52.77
2639,52.79
2640,52.81
2641,52.83
2642,52.85
2643,52.87
2644,52.89
2645,52.91
2646,52.93
2647,52.95
2648,52.97
2649,52.99
2650,53.01
2651,53.03
2652,53.05
2653,53.07
2654,53.09
2655,53.11
2656,53.13
2657,53.15
2658,53.17
2659,53.19
2660,53.21
2661,53.23
2662,53.25
2663,53.27
2664,53.29
2665,53.31
2666,53.33
2667,53.35
2668,53.37
2669,53.39
2670,53.41
2671,53.43
2672,53.45
2673,53.47
2674,53.49
2675,53.51
2676,53.53
2677,53.55
2678,53.57
2679,53.59
2680,53.61
2681,53.63
2682,53.65
2683,53.67
2684,53.69
2685,53.71
2686,53.73
2687,53.75
2688,53.77
2689,53.79
2690,53.81
2691,53.83
2692,53.85
2693,53.87
2694,53.89
2695,53.91
2696,53.93
2697,53.95
2698,53.97
2699,53.99
2700,54.01
2701,54.03
2702,54.05
2703,54.07
2704,54.09
2705,54.11
2706,54.13
2707,54.15
2708,54.17
2709,54.19
2710,54.21
2711,54.23
2712,54.25
2713,54.27
2714,54.29
2715,54.31
2716,54.33
2717,54.35
2718,54.37
2719,54.39
2720,54.41
2721,54.43
2722,54.45
2723,54.47
2724,54.49
2725,54.51
2726,54.53
2727,54.55
2728,54.57
2729,54.59
2730,54.61
2731,54.63
2732,54.65
2733,54.67
2734,54.69
2735,54.71
2736,54.73
2737,54.75
2738,54.77
2739,54.79
2740,54.81
2741,54.83
2742,54.85
2743,54.87
2744,54.89
2745,54.91
2746,54.93
2747,54.95
2748,54.97
2749,54.99
2750,55.01
2751,55.03
2752,55.05
2753,55.07
2754,55.09
2755,55.11
2756,55.13
2757,55.15
2758,55.17
2759,55.19
2760,55.21
2761,55.23
2762,55.25
2763,55.27
2764,55.29
2765,55.31
2766,55.33
2767,55.35
2768,55.37
2769,55.39
2770,55.41
2771,55.43
2772,55.45
2773,55.47
2774,55.49
2775,55.51
2776,55.53
2777,55.55
2778,55.57
2779,55.59
2780,55.61
2781,55.63
2782,55.65
2783,55.67
2784,55.69
2785,55.71
2786,55.73
2787,55.75
2788,55.77
2789,55.79
2790,55.81
2791,55.83
2792,55.85
2793,55.87
2794,55.89
2795,55.91
2796,55.93
2797,55.95
2798,55.97
2799,55.99
2800,56.01
2801,56.03
2802,56.05
2803,56.07
2804,56.09
2805,56.11
2806,56.13
2807,56.15
2808,56.17
2809,56.19
2810,56.21
2811,56.23
2812,56.25
2813,56.27
2814,56.29
2815,56.31
2816,56.33
2817,56.35
2818,56.37
2819,56.39
2820,56.41
2821,56.43
2822,56.45
2823,56.47
2824,56.49
2825,56.51
2826,56.53
2827,56.55
2828,56.57
2829,56.59
2830,56.61
2831,56.63
2832,56.65
2833,56.67
2834,56.69
2835,56.71
2836,56.73
2837,56.75
2838,56.77
2839,56.79
2840,56.81
2841,56.83
2842,56.85
2843,56.87
2844,56.89
2845,56.91
2846,56.93
2847,56.95
2848,56.97
2849,56.99
2850,57.01
2851,57.03
2852,57.05
2853,57.07
2854,57.09
2855,57.11
2856,57.13
2857,57.15
2858,57.17
2859,57.19
2860,57.21
2861,57.23
2862,57.25
2863,57.27
2864,57.29
2865,57.31
2866,57.33
2867,57.35
2868,57.37
2869,57.39
2870,57.41
2871,57.43
2872,57.45
2873,57.47
2874,57.49
2875,57.51
2876,57.53
2877,57.55
2878,57.57
2879,57.59
2880,57.61
2881,57.63
2882,57.65
2883,57.67
2884,57.69
2885,57.71
2886,57.73
2887,57.75
2888,57.77
2889,57.79
2890,57.81
2891,57.83
2892,57.85
2893,57.87
2894,57.89
2895,57.91
2896,57.93
2897,57.95
2898,57.97
2899,57.99
2900,58.01
2901,58.03
2902,58.05
2903,58.07
2904,58.09
2905,58.11
2906,58.13
2907,58.15
2908,58.17
2909,58.19
2910,58.21
2911,58.23
2912,58.25
2913,58.27
2914,58.29
2915,58.31
2916,58.33
2917,58.35
2918,58.37
2919,58.39
2920,58.41
2921,58.43
2922,58.45
2923,58.47
2924,58.49
2925,58.51
2926,58.53
2927,58.55
2928,58.57
2929,58.59
2930,58.61
2931,58.63
2932,58.65
2933,58.67
2934,58.69
2935,58.71
2936,58.73
2937,58.75
2938,58.77
2939,58.79
2940,58.81
2941,58.83
2942,58.85
2943,58.87
2944,58.89
2945,58.91
2946,58.93
2947,58.95
2948,58.97
2949,58.99
2950,59.01
2951,59.03
2952,59.05
2953,59.07
2954,59.09
2955,59.11
2956,59.13
2957,59.15
2958,59.17
2959,59.19
2960,59.21
2961,59.23
2962,59.25
2963,59.27
2964,59.29
2965,59.31
2966,59.33
2967,59.35
2968,59.37
2969,59.39
2970,59.41
2971,59.43
2972,59.45
2973,59.47
2974,59.49
2975,59.51
2976,59.53
2977,59.55
2978,59.57
2979,59.59
2980,59.61
2981,59.63
2982,59.65
2983,59.67
2984,59.69
2985,59.71
2986,59.73
2987,59.75
2988,59.77
2989,59.79
2990,59.81
2991,59.83
2992,59.85
2993,59.87
2994,59.89
2995,59.91
2996,59.93
2997,59.95
2998,59.97
